"Age","Gender","Education.Level","Marital.Status","Income","Credit.Score","Loan.Amount","Loan.Purpose","Employment.Status","Years.at.Current.Job","Payment.History","Debt.to.Income.Ratio","Assets.Value","Number.of.Dependents","City","State","Country","Previous.Defaults","Marital.Status.Change","Risk.Rating"
40,"Male","Bachelor's","Widowed",23487,679,37928,"Business","Employed",16,"Good",0.54851853136174,287466,1,"Lake Angelashire","IA","South Africa",0,2,"Low"
64,"Male","PhD","Widowed",100543,646,27544,"Auto","Self-employed",12,"Fair",0.383381944925342,283375,1,"Lake Susan","ID","Uganda",2,0,"Low"
57,"Male","Bachelor's","Married",96202,614,35214,"Business","Self-employed",2,"Excellent",0.105102512574433,83968,0,"North Elizabethport","MT","Oman",0,2,"Low"
21,"Female","Bachelor's","Married",69773,608,6243,"Personal","Self-employed",11,"Fair",0.477054350575217,196619,4,"Sherryport","PW","Northern Mariana Islands",2,1,"Low"
58,"Female","High School","Widowed",69681,678,38486,"Auto","Employed",5,"Poor",0.320539968296012,263478,1,"Langfort","OR","Grenada",3,1,"Medium"
69,"Female","PhD","Single",83872,699,11124,"Auto","Employed",13,"Fair",0.522265968114488,297429,3,"Jeremyshire","FL","Mozambique",3,1,"High"
43,"Female","High School","Single",61798,653,16048,"Auto","Employed",5,"Fair",0.41794973887913,30769,1,"Port Danielle","PR","Singapore",0,2,"High"
47,"Non-binary","High School","Single",69773,616,32855,"Business","Employed",13,"Good",0.165552989687002,216226,2,"Bartonhaven","WA","Palestinian Territory",1,1,"Low"
47,"Female","Master's","Married",78951,615,5741,"Business","Unemployed",13,"Good",0.387376651707257,163358,2,"Markland","UT","Malawi",2,2,"Low"
33,"Male","PhD","Married",69773,748,15750,"Personal","Self-employed",3,"Good",0.398268393709667,159362,0,"Judyberg","CA","Malta",2,0,"Low"
43,"Male","Bachelor's","Married",115341,667,43640,"Business","Employed",4,"Good",0.556176885430204,98873,0,"Lake Caitlin","MO","South Africa",3,1,"Low"
43,"Female","Bachelor's","Divorced",85158,657,27544,"Personal","Self-employed",1,"Excellent",0.42912046315187,167569,1,"New Jenniferstad","MT","Turks and Caicos Islands",4,2,"Low"
22,"Female","High School","Widowed",80658,636,31185,"Auto","Self-employed",15,"Excellent",0.351747482196606,159362,2,"Lake Kathrynland","NM","Lithuania",2,1,"Low"
56,"Female","Master's","Divorced",89225,722,27544,"Auto","Employed",17,"Poor",0.171633617534134,78267,2,"West Chelsea","AZ","Montenegro",0,0,"Medium"
46,"Non-binary","Master's","Divorced",115204,795,27544,"Personal","Employed",17,"Good",0.479059450259398,268185,0,"Nancybury","VT","Rwanda",4,0,"High"
51,"Non-binary","PhD","Widowed",96286,616,40806,"Personal","Unemployed",11,"Good",0.218081795367772,191862,2,"North Monique","IA","Yemen",2,2,"Low"
38,"Male","PhD","Widowed",84877,794,42741,"Business","Employed",2,"Good",0.174548840261685,145375,0,"South Dana","NM","Netherlands Antilles",1,1,"Medium"
38,"Male","High School","Widowed",100138,628,43006,"Business","Self-employed",2,"Fair",0.138547100216145,117558,3,"Teresafort","VI","Maldives",2,0,"Medium"
69,"Male","Master's","Divorced",69773,676,42601,"Home","Self-employed",13,"Good",0.473625940200964,241321,3,"Zacharymouth","MP","Cote d'Ivoire",0,1,"Low"
66,"Non-binary","High School","Widowed",47702,606,19471,"Personal","Employed",8,"Fair",0.457654669079828,236777,2,"West Zachary","IN","Kiribati",4,1,"Medium"
41,"Non-binary","Master's","Married",69773,760,15422,"Personal","Employed",1,"Good",0.127208798687932,159362,1,"South Rebeccatown","NM","Libyan Arab Jamahiriya",2,2,"High"
44,"Male","Master's","Married",91129,733,28923,"Business","Self-employed",14,"Poor",0.359394031736837,167719,0,"Krausestad","MO","Somalia",1,0,"Medium"
37,"Male","Master's","Single",46570,699,10925,"Auto","Unemployed",13,"Poor",0.193357519492741,270245,3,"Valentineville","CT","Egypt",0,2,"Low"
20,"Male","Master's","Single",106643,777,20627,"Personal","Unemployed",4,"Poor",0.125001698691483,187132,2,"Samanthabury","MS","Puerto Rico",2,0,"Low"
39,"Non-binary","High School","Widowed",33901,722,27544,"Auto","Self-employed",6,"Excellent",0.443993901761742,176859,3,"Lake Jenniferside","TX","Uzbekistan",2,0,"Medium"
33,"Female","PhD","Single",23260,675,32826,"Home","Unemployed",15,"Fair",0.520563804052672,157830,2,"Angelashire","KY","Montenegro",3,1,"Low"
68,"Non-binary","PhD","Single",96028,628,33670,"Auto","Employed",14,"Excellent",0.261733238041934,226070,4,"Amandashire","MO","Nigeria",0,1,"High"
66,"Male","Master's","Married",106181,791,41748,"Personal","Self-employed",1,"Good",0.126327971009057,125555,0,"Ericmouth","LA","Serbia",3,1,"Medium"
26,"Female","Master's","Widowed",109686,721,29569,"Personal","Self-employed",6,"Poor",0.27613102985822,159362,0,"Port Billy","ND","Kuwait",2,2,"High"
25,"Non-binary","High School","Widowed",39861,607,16292,"Business","Self-employed",11,"Fair",0.57817720569945,102529,4,"South Jeffrey","KY","Argentina",2,0,"Low"
29,"Male","Bachelor's","Widowed",44325,759,8667,"Personal","Employed",17,"Fair",0.180654956886615,116520,4,"Marieview","CO","Svalbard & Jan Mayen Islands",0,0,"Medium"
59,"Male","Bachelor's","Divorced",69773,699,12184,"Business","Self-employed",17,"Fair",0.212588157729495,48730,0,"Lake Shannonstad","HI","South Africa",1,0,"Medium"
50,"Non-binary","Bachelor's","Widowed",38243,768,6526,"Home","Employed",11,"Excellent",0.401038255318783,71650,3,"Garciachester","MS","Samoa",1,2,"Low"
43,"Male","High School","Single",50331,743,19996,"Home","Unemployed",5,"Fair",0.447922929145808,125622,1,"Beckview","IL","El Salvador",2,0,"Medium"
53,"Male","Master's","Widowed",109622,644,19008,"Business","Unemployed",13,"Good",0.348430762686705,113344,2,"New Scottburgh","KY","Dominica",4,1,"Low"
49,"Male","Bachelor's","Married",62732,618,36682,"Personal","Self-employed",8,"Excellent",0.28776306276962,159362,3,"West Alexander","CT","Burundi",2,2,"Low"
50,"Non-binary","High School","Widowed",77874,699,27544,"Home","Employed",10,"Excellent",0.592505913230991,251874,2,"Bethanyland","AR","Kenya",1,1,"Low"
26,"Non-binary","High School","Single",46597,620,42293,"Personal","Self-employed",7,"Good",0.35473042619246,137565,1,"Thompsonborough","VA","Dominican Republic",2,0,"Low"
67,"Non-binary","PhD","Widowed",117739,732,36335,"Personal","Self-employed",18,"Poor",0.531414055004255,203932,4,"West Brent","NE","Netherlands Antilles",2,0,"Medium"
60,"Female","Master's","Divorced",72483,774,39729,"Personal","Unemployed",5,"Excellent",0.129155498547801,203978,2,"East Michelleland","DC","Russian Federation",4,1,"High"
60,"Male","Master's","Single",102862,731,13175,"Home","Unemployed",15,"Poor",0.449028057736481,258169,2,"Erikfurt","AR","Denmark",4,0,"Low"
67,"Male","Bachelor's","Single",107340,722,17072,"Business","Self-employed",18,"Excellent",0.523808244854491,44099,2,"Dorothyshire","KS","Senegal",4,1,"Medium"
39,"Non-binary","Master's","Married",118637,629,32447,"Personal","Self-employed",11,"Poor",0.215564318892172,58746,4,"South Roy","OR","Bulgaria",2,0,"High"
19,"Female","Master's","Single",110502,655,39218,"Auto","Self-employed",1,"Good",0.440230336752303,285565,3,"Phillipsville","AL","Montserrat",4,0,"Low"
20,"Female","High School","Widowed",37458,623,20297,"Auto","Employed",14,"Good",0.515530501497735,265360,4,"Cookeview","ID","Cocos (Keeling) Islands",3,1,"Low"
61,"Female","Master's","Widowed",111713,699,10632,"Auto","Self-employed",16,"Good",0.455008655130623,123551,3,"Martineztown","NY","Gibraltar",0,0,"Low"
36,"Female","Bachelor's","Divorced",79507,739,39825,"Home","Unemployed",8,"Fair",0.266675460345782,114379,1,"Baileyburgh","NY","Western Sahara",3,2,"Low"
42,"Female","PhD","Widowed",69773,642,15027,"Business","Employed",7,"Fair",0.510522553202085,78364,4,"New Rachel","HI","Cambodia",2,2,"High"
30,"Male","Master's","Widowed",93673,699,31492,"Personal","Self-employed",1,"Excellent",0.366356586746734,96273,1,"Sherritown","SC","Dominica",0,1,"High"
41,"Female","PhD","Widowed",78973,711,13293,"Auto","Self-employed",10,"Good",0.312219324017915,168134,0,"West Josehaven","MA","Sri Lanka",4,2,"Low"
60,"Male","High School","Divorced",40642,699,37279,"Home","Self-employed",11,"Good",0.282952811444386,160529,3,"Andrewville","ID","Lesotho",1,0,"Medium"
41,"Non-binary","Bachelor's","Single",69773,789,41382,"Personal","Unemployed",9,"Good",0.372233743156271,277052,0,"Mccarthymouth","MS","Fiji",4,2,"Low"
35,"Non-binary","Master's","Single",81717,766,27544,"Home","Unemployed",6,"Fair",0.543451147745933,117049,4,"North Timothymouth","TN","Mali",1,0,"Low"
50,"Female","High School","Single",108281,705,27544,"Personal","Unemployed",9,"Excellent",0.284642546550414,119508,1,"Christianbury","CT","Italy",3,0,"Low"
39,"Female","PhD","Married",50029,735,41000,"Auto","Employed",6,"Poor",0.373572574909517,36542,2,"Brittanyshire","NE","Cambodia",2,2,"Low"
66,"Male","High School","Single",41292,627,38343,"Home","Self-employed",8,"Fair",0.519535086932577,224860,4,"Edwardshaven","KY","Guatemala",0,1,"Low"
38,"Male","High School","Widowed",105823,619,33940,"Home","Unemployed",15,"Good",0.471213671529863,159362,2,"New Samanthaborough","GU","Russian Federation",0,1,"Low"
59,"Female","PhD","Divorced",95871,752,46078,"Auto","Employed",9,"Excellent",0.593315006063833,159362,0,"Bakerhaven","NY","Belarus",1,0,"Low"
60,"Female","High School","Widowed",101259,635,5594,"Personal","Self-employed",9,"Excellent",0.15805295453849,262368,3,"Susanchester","PA","Angola",1,2,"Medium"
60,"Non-binary","High School","Divorced",78017,689,5201,"Business","Employed",16,"Poor",0.295911497586483,295670,2,"Masseyshire","PW","Switzerland",1,1,"Low"
63,"Non-binary","Bachelor's","Divorced",83427,621,36723,"Personal","Self-employed",19,"Excellent",0.556567605553776,159362,4,"Jeremyville","WA","United States of America",4,2,"Low"
38,"Non-binary","Master's","Widowed",104458,688,17609,"Business","Self-employed",18,"Fair",0.239254532803173,245863,1,"Jenniferstad","IA","Niger",4,2,"Low"
37,"Male","Bachelor's","Widowed",63352,655,24531,"Business","Unemployed",13,"Poor",0.117715842054147,141533,1,"West Christopherland","GU","Ecuador",3,1,"High"
43,"Female","Bachelor's","Widowed",75309,699,30094,"Auto","Self-employed",15,"Good",0.134753213733247,293082,3,"Russellfort","VT","Dominica",0,1,"Low"
49,"Non-binary","Bachelor's","Single",112995,617,8923,"Auto","Unemployed",14,"Good",0.404957685602659,277622,0,"Phillipsburgh","NY","Gambia",0,0,"Low"
29,"Non-binary","High School","Married",62213,719,16036,"Personal","Self-employed",18,"Fair",0.10498026574204,173093,4,"New Marioberg","FM","Uzbekistan",0,1,"Low"
40,"Non-binary","PhD","Married",45525,666,45392,"Personal","Self-employed",8,"Fair",0.233718414452286,197435,2,"Johnbury","OR","Vanuatu",0,2,"Low"
62,"Male","PhD","Divorced",108568,798,15051,"Home","Employed",4,"Poor",0.187800216060868,124685,2,"Faithborough","WI","Spain",0,2,"Medium"
56,"Male","Bachelor's","Single",99183,632,39612,"Personal","Employed",14,"Fair",0.502732250787658,132900,2,"South Jennifer","NV","Turkmenistan",2,2,"Low"
52,"Male","Bachelor's","Single",97701,747,27544,"Personal","Self-employed",16,"Excellent",0.538443647252195,54060,4,"New Corey","MO","Namibia",1,0,"Low"
67,"Female","Bachelor's","Married",46807,607,36247,"Personal","Unemployed",8,"Excellent",0.136276091386277,121832,2,"Peterburgh","MO","Barbados",2,2,"Low"
37,"Male","PhD","Divorced",110859,736,6063,"Business","Employed",4,"Good",0.507729764653987,264447,2,"New Katelynview","ME","South Africa",0,1,"Low"
52,"Male","PhD","Married",64852,602,43555,"Personal","Self-employed",17,"Excellent",0.361896796340914,137653,0,"Lauraton","NC","Australia",3,0,"Low"
62,"Non-binary","High School","Single",90921,696,10535,"Home","Unemployed",5,"Poor",0.131425505508179,38709,4,"Barbaraberg","IA","Mozambique",1,0,"Medium"
19,"Female","Master's","Widowed",48780,786,7825,"Auto","Self-employed",17,"Excellent",0.535892142124667,41669,4,"West Sara","PW","Madagascar",4,0,"High"
51,"Female","PhD","Divorced",103336,748,38637,"Auto","Employed",11,"Excellent",0.142029618970515,130335,1,"Mitchellmouth","MD","Timor-Leste",0,0,"Low"
67,"Male","High School","Single",37197,683,9750,"Auto","Self-employed",1,"Fair",0.155532227606495,159362,1,"Craigburgh","AS","Tanzania",2,0,"Low"
59,"Female","PhD","Divorced",113913,639,15709,"Business","Unemployed",11,"Poor",0.439634221233704,275907,4,"Douglasmouth","AZ","Antarctica (the territory South of 60 deg S)",3,1,"Low"
30,"Female","PhD","Widowed",101666,699,18528,"Personal","Employed",8,"Fair",0.182460868355662,299629,2,"Lake Lisaburgh","NJ","Zambia",0,1,"Low"
66,"Non-binary","High School","Single",21642,673,48939,"Auto","Self-employed",11,"Fair",0.193003629983037,196205,4,"North Kristiside","CT","France",1,2,"High"
31,"Female","Bachelor's","Single",103190,628,45865,"Personal","Employed",16,"Good",0.416988288360799,147365,2,"Elijahborough","NE","Qatar",3,1,"Low"
25,"Non-binary","PhD","Widowed",93588,650,15620,"Personal","Employed",7,"Fair",0.389558732244201,45571,2,"Dawnfurt","IL","Reunion",0,1,"Low"
42,"Male","Master's","Divorced",43500,648,5129,"Auto","Self-employed",3,"Excellent",0.151740142271594,260707,0,"Stanleyshire","WV","United Arab Emirates",2,1,"Medium"
30,"Male","Bachelor's","Divorced",43763,699,43195,"Business","Unemployed",1,"Excellent",0.323992814505299,232483,4,"North Randall","MN","Sri Lanka",4,1,"Medium"
58,"Male","High School","Widowed",73702,678,6075,"Home","Unemployed",8,"Excellent",0.109001591767879,250140,4,"Smithport","SD","Uzbekistan",2,0,"Medium"
21,"Male","PhD","Single",97366,728,22118,"Auto","Self-employed",2,"Excellent",0.529374245914225,117000,1,"Heatherchester","MT","Guadeloupe",1,1,"Low"
44,"Non-binary","Bachelor's","Widowed",44450,724,7177,"Personal","Employed",18,"Good",0.358384375526662,237624,4,"Lake Timothyland","PW","Azerbaijan",1,0,"Low"
21,"Non-binary","Bachelor's","Divorced",97022,699,37881,"Auto","Employed",2,"Excellent",0.392685996509266,272950,3,"New Vickieland","OH","Andorra",3,2,"Low"
55,"Male","Master's","Widowed",61423,739,21659,"Business","Unemployed",1,"Fair",0.266154005973072,130013,3,"Greenstad","AS","Guinea",1,0,"Low"
42,"Non-binary","High School","Widowed",118847,777,16319,"Auto","Employed",0,"Excellent",0.581830758730362,28155,2,"Skinnerville","CO","Haiti",2,2,"Low"
48,"Male","Bachelor's","Divorced",69773,602,5583,"Home","Employed",16,"Fair",0.174288942848235,156497,2,"Lake Alan","VT","Finland",1,0,"Low"
30,"Male","Master's","Widowed",95675,698,40230,"Business","Unemployed",15,"Good",0.307476403563699,225855,2,"Lake Arielborough","OK","Myanmar",2,0,"Low"
28,"Non-binary","Bachelor's","Married",38066,699,27544,"Business","Self-employed",18,"Good",0.587852018309248,121459,2,"Jordanhaven","CO","Botswana",2,0,"Low"
65,"Male","Bachelor's","Married",72813,680,9534,"Business","Employed",11,"Excellent",0.321305855417031,159362,3,"Kathleenton","WV","Israel",1,1,"Low"
63,"Female","Master's","Widowed",49511,685,23149,"Auto","Employed",12,"Good",0.406816526001867,281074,1,"Deniseshire","NJ","Grenada",1,0,"High"
43,"Non-binary","PhD","Widowed",33587,731,23707,"Home","Employed",3,"Poor",0.368762396333992,235831,2,"Larsontown","VT","El Salvador",1,0,"Low"
66,"Female","High School","Divorced",110016,635,18599,"Business","Unemployed",2,"Fair",0.264469480269978,159362,3,"Smithburgh","LA","Northern Mariana Islands",2,1,"High"
41,"Non-binary","High School","Divorced",27485,699,46225,"Personal","Unemployed",3,"Good",0.108040701002111,273457,1,"South Bobby","PR","Turkey",4,0,"Low"
50,"Male","Bachelor's","Divorced",69773,699,46309,"Business","Employed",10,"Good",0.527665926428335,79242,3,"Kimberlytown","CO","South Africa",3,1,"Low"
46,"Female","High School","Widowed",33707,665,27544,"Business","Unemployed",19,"Poor",0.199535733284135,279078,3,"North Linda","PR","Congo",4,0,"Medium"
48,"Non-binary","PhD","Married",40557,647,27544,"Personal","Self-employed",19,"Fair",0.287346303800572,159362,2,"Kristymouth","LA","Indonesia",3,0,"Low"
36,"Non-binary","Bachelor's","Widowed",70050,684,16260,"Personal","Unemployed",17,"Poor",0.249107721325438,280121,0,"Marcofort","HI","Niger",2,1,"Medium"
58,"Non-binary","Bachelor's","Single",25461,768,24419,"Auto","Self-employed",4,"Good",0.587845973239332,167155,1,"Choiberg","WI","Namibia",3,0,"High"
28,"Non-binary","PhD","Single",72025,746,37953,"Personal","Unemployed",5,"Good",0.599290137899729,124742,2,"Henryfurt","NE","Panama",4,1,"Medium"
33,"Non-binary","Master's","Divorced",69773,600,42323,"Business","Self-employed",15,"Fair",0.381121129761404,179759,4,"North Victoriafort","TX","Bulgaria",0,1,"Medium"
19,"Male","High School","Single",103298,756,28584,"Personal","Employed",17,"Fair",0.258362247905724,72929,0,"Bakerburgh","MA","Egypt",2,1,"Medium"
63,"Non-binary","Bachelor's","Widowed",114200,606,29329,"Personal","Unemployed",16,"Excellent",0.35783860404668,146348,4,"Timothyborough","GU","Cameroon",4,2,"Medium"
48,"Non-binary","Bachelor's","Single",69773,699,11419,"Business","Unemployed",1,"Fair",0.257815304032054,198158,0,"East Spencer","AL","Bhutan",4,0,"Low"
46,"Female","High School","Single",67404,783,26008,"Personal","Employed",8,"Fair",0.303486426275936,171597,3,"Lindaville","IN","Georgia",2,1,"Medium"
24,"Non-binary","Master's","Married",69773,736,21219,"Business","Employed",9,"Poor",0.242400066205758,159362,2,"Port Meghanland","KY","Turks and Caicos Islands",3,2,"High"
21,"Male","PhD","Married",35362,755,11546,"Auto","Self-employed",17,"Poor",0.408717577835641,175675,0,"Kevinbury","GA","Bouvet Island (Bouvetoya)",2,2,"Medium"
42,"Female","High School","Divorced",50657,701,27544,"Business","Employed",4,"Poor",0.535383013805706,262877,2,"Smithport","NM","Burundi",4,0,"Low"
46,"Female","PhD","Married",118631,732,27544,"Business","Self-employed",4,"Poor",0.483835015512994,189916,2,"South Dennismouth","PW","Saudi Arabia",2,0,"High"
49,"Female","High School","Married",118279,685,44812,"Home","Self-employed",11,"Fair",0.338918648232107,193205,0,"Port Tina","MI","Nauru",2,2,"Low"
54,"Male","Master's","Divorced",104559,737,11703,"Personal","Employed",12,"Good",0.337531886960051,276912,2,"Perryhaven","SC","Colombia",1,0,"Medium"
19,"Female","Bachelor's","Single",40773,746,37198,"Home","Unemployed",0,"Good",0.129575752587268,159362,1,"Williamsport","MI","Gibraltar",3,2,"Low"
32,"Non-binary","PhD","Single",69773,734,20293,"Personal","Self-employed",6,"Excellent",0.491535637394377,154456,3,"North Amandaport","ID","Vanuatu",1,1,"Low"
41,"Female","PhD","Single",69773,691,18218,"Home","Self-employed",18,"Poor",0.213273848208636,159362,3,"Lake Michael","KY","Kuwait",0,2,"Medium"
52,"Non-binary","High School","Married",69773,765,39283,"Home","Unemployed",3,"Fair",0.453384354918543,213626,2,"Mikeberg","MD","South Africa",3,2,"Low"
64,"Male","PhD","Married",69773,728,7435,"Personal","Unemployed",4,"Fair",0.22657842672765,131340,3,"East Andrea","MI","Gabon",4,2,"Low"
68,"Male","High School","Married",69773,636,29463,"Personal","Self-employed",12,"Good",0.161165248087726,215274,2,"Kathleenhaven","NJ","Mayotte",2,0,"Low"
22,"Non-binary","High School","Divorced",66384,714,34477,"Auto","Unemployed",2,"Excellent",0.544929007185852,139286,3,"East Heidi","CA","Estonia",1,1,"Medium"
37,"Non-binary","Bachelor's","Married",69773,635,17464,"Personal","Employed",18,"Fair",0.270321673942772,159362,1,"North Johnfurt","NC","Croatia",3,2,"Low"
20,"Non-binary","PhD","Widowed",59453,699,19741,"Business","Self-employed",10,"Poor",0.363447620461446,268686,3,"South Emily","NJ","Falkland Islands (Malvinas)",1,0,"Medium"
24,"Female","PhD","Divorced",81134,675,35068,"Home","Self-employed",14,"Good",0.222141746701015,190284,1,"New Daniel","SC","Pakistan",4,1,"Medium"
34,"Male","PhD","Single",69546,701,35235,"Business","Employed",11,"Poor",0.487150988409362,170083,1,"Michelleton","MS","Netherlands",1,1,"Low"
69,"Female","Master's","Married",31171,650,47262,"Auto","Self-employed",12,"Excellent",0.489093639293417,228830,1,"Krauseburgh","OH","Kuwait",1,2,"Low"
44,"Male","Master's","Widowed",69773,663,27544,"Home","Self-employed",16,"Excellent",0.127374486241808,125818,2,"Port Frances","WI","Myanmar",2,1,"Low"
56,"Non-binary","High School","Married",116706,699,7862,"Home","Self-employed",18,"Excellent",0.203228131007344,170306,0,"Michelleberg","CT","Dominican Republic",1,0,"Low"
50,"Male","PhD","Widowed",78139,699,28021,"Business","Employed",16,"Excellent",0.448533636111787,113082,2,"Port Anthonychester","WV","French Guiana",1,2,"Low"
45,"Non-binary","High School","Divorced",42516,763,27544,"Personal","Self-employed",1,"Good",0.481486371156227,99256,3,"New Sean","WV","Nigeria",0,0,"Low"
67,"Non-binary","Bachelor's","Widowed",69773,699,41902,"Home","Self-employed",18,"Excellent",0.336553760556417,244663,0,"Port Melissa","PR","India",0,2,"Low"
20,"Non-binary","High School","Single",69773,643,17218,"Business","Unemployed",8,"Poor",0.140240069150622,162622,2,"East Julia","WV","Canada",3,2,"Low"
56,"Male","Bachelor's","Divorced",64407,662,13606,"Auto","Employed",5,"Excellent",0.167177846248923,159362,3,"Edwardsmouth","PW","Gibraltar",3,1,"Medium"
30,"Male","PhD","Widowed",41329,699,36408,"Personal","Self-employed",3,"Good",0.191036801749422,59866,3,"West Corey","CT","Namibia",4,2,"Low"
65,"Male","Master's","Married",29321,621,14356,"Business","Employed",6,"Fair",0.307246528444229,113839,2,"Michaelborough","FM","Antigua and Barbuda",3,2,"Low"
22,"Female","High School","Single",79834,690,46415,"Home","Unemployed",1,"Good",0.360838913048895,159362,1,"North Judy","VI","Chad",0,0,"Low"
25,"Female","Bachelor's","Married",71030,704,38907,"Business","Self-employed",16,"Poor",0.404250233428219,290515,1,"Rosschester","MS","Belize",2,2,"Low"
55,"Female","Master's","Single",69545,621,17473,"Home","Employed",1,"Good",0.586080742354976,66718,2,"New Dawn","OR","Sierra Leone",2,2,"Medium"
59,"Non-binary","Master's","Married",69773,698,28142,"Auto","Unemployed",11,"Good",0.146765474624399,298551,2,"East Steve","SD","Djibouti",3,0,"Low"
57,"Male","Master's","Divorced",78916,604,9993,"Business","Unemployed",18,"Excellent",0.551068590714823,225108,1,"Phamview","NH","Slovakia (Slovak Republic)",2,2,"Medium"
51,"Male","Bachelor's","Single",47075,742,21389,"Auto","Self-employed",2,"Fair",0.386571466957965,21736,2,"Parkfort","TX","Western Sahara",2,2,"Low"
37,"Male","PhD","Widowed",114176,698,19212,"Business","Self-employed",1,"Good",0.324882220562674,159362,0,"Lake Robertomouth","WY","American Samoa",1,0,"Medium"
20,"Non-binary","High School","Single",107157,699,27544,"Business","Employed",14,"Fair",0.352866157357984,299072,3,"East Paulshire","VA","Faroe Islands",2,2,"High"
40,"Female","PhD","Married",36017,699,13450,"Personal","Self-employed",2,"Good",0.344326339224983,260783,0,"Oliviachester","HI","United States of America",3,1,"Low"
60,"Female","Bachelor's","Widowed",88513,632,27544,"Personal","Self-employed",8,"Good",0.190716518337664,258459,2,"Stevenville","CA","United Arab Emirates",4,0,"Low"
34,"Female","Bachelor's","Widowed",77888,676,20200,"Personal","Unemployed",0,"Good",0.502860194558549,152883,0,"East Chelsea","MA","Djibouti",4,2,"Medium"
63,"Female","High School","Widowed",82820,690,17461,"Personal","Employed",18,"Excellent",0.189016296940142,221601,2,"North Kevin","GU","Slovakia (Slovak Republic)",0,2,"Low"
61,"Non-binary","Bachelor's","Single",50982,694,6273,"Personal","Unemployed",5,"Good",0.501813698976756,288578,3,"West Richard","NJ","Puerto Rico",2,1,"Low"
57,"Male","High School","Married",55843,744,36259,"Home","Unemployed",1,"Poor",0.554835906471034,41227,1,"Deborahville","UT","Yemen",1,0,"Low"
45,"Non-binary","High School","Widowed",56622,732,18256,"Home","Unemployed",17,"Fair",0.543936910940123,127768,3,"West David","IA","Benin",2,1,"Low"
38,"Non-binary","Master's","Widowed",54984,704,27544,"Business","Self-employed",6,"Excellent",0.145045791216578,206622,2,"East Christopherborough","NM","United States of America",3,1,"Low"
50,"Male","Master's","Married",62002,647,27544,"Auto","Unemployed",2,"Poor",0.230987632069597,159362,1,"New Stephaniestad","HI","Uruguay",0,0,"Low"
59,"Non-binary","Master's","Married",36488,680,22175,"Auto","Unemployed",4,"Good",0.466703791906526,159362,1,"Bowmanfurt","WY","Egypt",3,2,"Low"
61,"Female","PhD","Widowed",87703,607,24188,"Business","Self-employed",7,"Excellent",0.365229566188792,202499,2,"Sandovalview","CT","Grenada",3,0,"Low"
21,"Non-binary","High School","Single",109515,699,43301,"Home","Employed",18,"Good",0.544549845452715,290638,2,"New Erica","NC","Lao People's Democratic Republic",2,2,"Low"
46,"Female","Master's","Divorced",30847,647,27544,"Home","Self-employed",6,"Poor",0.548137296020576,188960,3,"Reedborough","CT","Equatorial Guinea",4,1,"Low"
30,"Male","Bachelor's","Widowed",117384,745,19285,"Business","Unemployed",13,"Poor",0.167715274949783,240768,2,"Allisonborough","NY","Bolivia",2,0,"Low"
30,"Non-binary","Bachelor's","Single",88235,699,26405,"Home","Employed",7,"Good",0.505990477737962,74712,3,"Johnbury","NJ","Afghanistan",2,0,"Low"
44,"Non-binary","Master's","Widowed",69773,704,19255,"Home","Unemployed",7,"Fair",0.219632766559799,237231,2,"Lake Geoffrey","TN","Jordan",3,0,"Low"
26,"Non-binary","Bachelor's","Widowed",110185,789,6871,"Auto","Employed",7,"Poor",0.528662275484814,152964,1,"Gordonmouth","DC","Kiribati",4,2,"Medium"
44,"Male","PhD","Widowed",80706,699,27544,"Home","Unemployed",12,"Excellent",0.279111379626879,65146,2,"Lisamouth","ND","Tuvalu",4,1,"Medium"
34,"Non-binary","Bachelor's","Married",69773,698,27544,"Business","Employed",7,"Excellent",0.463777617710444,159362,4,"Nelsontown","AZ","Togo",0,0,"Low"
30,"Non-binary","PhD","Single",21144,699,36444,"Auto","Self-employed",4,"Excellent",0.36738668083806,298935,4,"Markton","CT","Singapore",4,0,"Low"
63,"Male","Master's","Single",91973,690,27659,"Home","Self-employed",18,"Poor",0.415438797499707,278135,3,"West Malloryland","NJ","El Salvador",2,0,"Low"
30,"Non-binary","High School","Married",39309,752,24916,"Home","Unemployed",17,"Fair",0.275057191097434,209791,0,"Mcfarlandton","IN","Algeria",2,0,"High"
58,"Male","Master's","Divorced",69773,712,27544,"Personal","Self-employed",11,"Poor",0.577533097964346,159362,0,"Travisfurt","AZ","Aruba",1,1,"Low"
43,"Male","Bachelor's","Widowed",53241,745,41564,"Home","Self-employed",5,"Fair",0.282965232882518,141762,2,"Adamsmouth","VI","Argentina",1,2,"Low"
66,"Male","PhD","Married",81274,638,33375,"Personal","Unemployed",13,"Poor",0.431314247424898,173738,2,"New Stacy","MA","South Africa",1,2,"Low"
47,"Male","Master's","Widowed",103504,699,27789,"Home","Self-employed",8,"Fair",0.412171607409725,75091,3,"West Jessica","ID","Lesotho",2,2,"Medium"
43,"Non-binary","High School","Single",69773,682,27544,"Personal","Unemployed",16,"Good",0.284611751661492,232084,3,"West Davidshire","OH","Honduras",4,0,"Medium"
40,"Female","Bachelor's","Divorced",50340,604,40196,"Business","Employed",8,"Good",0.120125140544165,288367,0,"Port Stevenburgh","OK","Cayman Islands",1,2,"Low"
22,"Non-binary","Master's","Single",38256,626,11591,"Auto","Unemployed",14,"Good",0.457045965508942,159362,3,"West Colleenhaven","CA","Chad",1,0,"Medium"
